epoch;loss;mean_absolute_percentage_error;mean_squared_error;val_loss;val_mean_absolute_percentage_error;val_mean_squared_error
0;0.10261750058270991;42228.93148624897;0.02180748770479113;0.19257180020213127;23.995696544647217;0.041094471234828234
0;0.07525981729850173;64611.84724676609;0.008990195561636938;0.18745043128728867;23.2896089553833;0.03911841241642833
0;0.07616351428441703;34970.816170692444;0.009994916094001383;0.27764230221509933;34.70984506607056;0.08360698912292719
0;0.07806312548927963;38324.00100314617;0.01086651258810889;0.28967370465397835;36.02743577957153;0.09194112196564674
0;0.11652475374285132;41254.80831861496;0.020192009062157013;0.22597172111272812;27.786284923553467;0.05802162829786539
0;0.13163100590463728;62451.74676132202;0.025249124984839;0.4549779072403908;57.80466175079346;0.21647153794765472
0;0.08493747236207128;48290.71971285343;0.011227128237806028;0.4761919528245926;63.47254276275635;0.2303115539252758
0;0.1278803435852751;45670.38836598396;0.041652489635453094;0.10033864341676235;12.290408611297607;0.012387053808197379
0;0.08124547509942204;25158.380726456642;0.011110367780929664;0.10796564444899559;13.263983726501465;0.013982223579660058
0;0.09989862993825227;31606.183496117592;0.0142394819376932;0.1363684330135584;16.680548191070557;0.02221144689247012
0;0.1193727245554328;46746.77273988724;0.020163534154562512;0.32005199790000916;40.468628883361816;0.10833572875708342
0;0.07407749106641859;37678.65547442436;0.007449864602676826;0.03569925343617797;4.81687867641449;0.001969084929442033
0;0.07650570990517735;19134.15254175663;0.010003960629546782;0.0568230003118515;7.1117777824401855;0.0042274699080735445
0;0.06348420592257753;19516.166900724173;0.006526820676299394;0.04026135429739952;5.79097056388855;0.002750427200226113
0;0.07318603934254497;22051.165231108665;0.008832099068968091;0.03267166065052152;4.6711766719818115;0.002029935974860564
0;0.061224334116559476;14402.691068142653;0.006628207902394934;0.044879049994051456;5.993060111999512;0.003280212404206395
0;0.047463988652452826;17490.721699893475;0.003809008523603552;0.044833934400230646;5.811292409896851;0.0033944860042538494
0;0.0418349786195904;15146.309145390987;0.0028585482123162365;0.03208300285041332;4.173009097576141;0.0020216194097884
0;0.040334760094992816;16521.03698539734;0.002561767132647219;0.034941763151437044;4.473063290119171;0.0023342170752584934
0;0.0435005557956174;23879.113217532635;0.0027387564132368425;0.06112530129030347;7.496475040912628;0.006371308030793443
0;0.044475674571003765;30950.47826421261;0.002916792460382567;0.12493218015879393;15.32033109664917;0.02118985983543098
0;0.044059907901100814;33309.35187086463;0.0028921286739205243;0.14242443442344666;17.49185276031494;0.0264609232544899
0;0.04048083029920235;32699.18395847082;0.002481848561728839;0.17547311261296272;21.677677392959595;0.03788642748259008
0;0.035088980628643185;22385.614229381084;0.0018338865320401965;0.031177490018308163;4.077405035495758;0.0019036532466998324
0;0.035336545726750046;25985.245886415243;0.0018345054577366682;0.038228880148380995;4.8559539914131165;0.0027185100479982793
0;0.037692034791689366;32747.3213365376;0.002193938906202675;0.1382035743445158;17.141166925430298;0.02391182619612664
0;0.030220327025745064;30527.869155824184;0.0014516993433062453;0.0936276325955987;11.520434141159058;0.012233561836183071
0;0.02867492492077872;30784.931724637747;0.0013216957941040164;0.10852477513253689;13.404195785522461;0.01555639214348048
0;0.024787137168459594;29493.642142742872;0.001036763342199265;0.07421449292451143;9.180357813835144;0.008076914527919143
0;0.023384270549286157;28101.10273310542;0.0009170068260573316;0.05544172180816531;6.883689522743225;0.005028964427765459
0;0.02129479980794713;32566.494487017393;0.0008084956698439782;0.049560821149498224;6.186803817749023;0.0042032243218272924
0;0.025778616312891245;39660.5560477674;0.0012374635280139046;0.14504589699208736;18.045445442199707;0.02567130560055375
0;0.022681100817862898;31904.74917757511;0.000928049525100505;0.05994034418836236;7.431813478469849;0.0056729028292465955
0;0.0274053982575424;25807.85873579979;0.0012534103534562746;0.06475206278264523;8.474148511886597;0.0050975794438272715
